"","stressor","explanatory_var","response_var","effect","pval","pval_signif","conf_high","conf_low","expl_dev","pval_shape"
"185","Conductivity","lvl07_pasture","thr_month",0.506022891772967,0,TRUE,0.520869106459475,0.491208079375952,0.0513102099414939,21
"186","Dissolved_Oxygen","lvl07_pasture","thr_month",0.293144854108217,2.33041345025031e-146,TRUE,0.315423342722694,0.27081538043357,0.0157510324797192,21
"187","pH","lvl07_pasture","thr_month",-0.333529721930897,6.49133527632639e-96,TRUE,-0.302302083084834,-0.365223226004932,0.0116049026458454,21
"188","Dissolved_Chloride","lvl07_pasture","thr_month",0.999961276255144,7.73824109696647e-219,TRUE,1.06198714059993,0.937793590932491,0.146046421684421,21
"189","Nitrate","lvl07_pasture","thr_month",-0.612715053788176,3.32762686532819e-116,TRUE,-0.561111286732467,-0.665974846614629,0.0194869886485269,21
"190","Turbidity","lvl07_pasture","thr_month",0.854215231776803,0,TRUE,0.888498029928998,0.820288645066078,0.0421417684243898,21
"191","Total_Phosphorous","lvl07_pasture","thr_month",-0.126250088732356,0.0114140986127926,FALSE,-0.0307881270108537,-0.226595163834747,0.000302144661823338,19
"192","Total_Dissolved_Solids","lvl07_pasture","thr_month",-6.36175809906664,9.95550038283609e-275,TRUE,-6.0155741331795,-6.71985781547999,0.136668512350803,21
"193","Conductivity","lvl07_population_density","thr_month",0.355627819563708,0,TRUE,0.371503048081592,0.339786367395437,0.0219366621308549,21
"194","Dissolved_Oxygen","lvl07_population_density","thr_month",0.583823183256096,0,TRUE,0.610651952193469,0.557066506352294,0.0464303518201933,21
"195","pH","lvl07_population_density","thr_month",0.185817173655972,4.37354961263149e-45,TRUE,0.211653475290509,0.159956212732569,0.00453090119639087,21
"196","Dissolved_Chloride","lvl07_population_density","thr_month",1.84008415442578,0,TRUE,1.93295976951159,1.7504794691526,0.407499150830459,21
"197","Nitrate","lvl07_population_density","thr_month",-0.789881541093301,2.08382078661316e-163,TRUE,-0.733882456070544,-0.847565135699406,0.0296336819938933,21
"198","Turbidity","lvl07_population_density","thr_month",0.257453796497363,2.96443509868618e-100,TRUE,0.281182269755066,0.233699174402412,0.00665722621256466,21
"199","Total_Phosphorous","lvl07_population_density","thr_month",0.314774819744368,1.13992205756071e-19,TRUE,0.382260680490594,0.246254332557463,0.00337735744056202,21
"200","Total_Dissolved_Solids","lvl07_population_density","thr_month",-2.92740836928584,0,TRUE,-2.79155598761052,-3.06840998653187,0.150762236860067,21
"201","Conductivity","lvl07_rail","thr_month",0.543915996569203,0,TRUE,0.55939982507232,0.52849041783527,0.0591863910068444,21
"202","Dissolved_Oxygen","lvl07_rail","thr_month",0.278607878373539,6.70927685753483e-164,TRUE,0.298545217230678,0.258512087993195,0.0162874231767677,21
"203","pH","lvl07_rail","thr_month",-1.26209015553362,0,TRUE,-1.2057940298491,-1.31928578993651,0.0709047395295718,21
"204","Dissolved_Chloride","lvl07_rail","thr_month",1.61556587240153,0,TRUE,1.69209085799336,1.54029023894316,0.328396938922894,21
"205","Nitrate","lvl07_rail","thr_month",0.334632339373142,9.04882406552879e-98,TRUE,0.365940722385273,0.303424830049774,0.0114793942467284,21
"206","Turbidity","lvl07_rail","thr_month",-0.074233265412656,2.07393530334643e-13,TRUE,-0.0545441557733979,-0.0941700656666046,0.000851825600881588,21
"207","Total_Phosphorous","lvl07_rail","thr_month",-0.162474649951297,6.51483101299912e-07,TRUE,-0.0986499029973887,-0.226663555543214,0.00111163065684961,21
"208","Total_Dissolved_Solids","lvl07_rail","thr_month",1.32654740548178,0,TRUE,1.39017809864819,1.26323110437096,0.053418499967612,21
"209","Conductivity","lvl07_roads","thr_month",0.449539321012119,0,TRUE,0.46733404061117,0.431812718199184,0.029273269965714,21
"210","Dissolved_Oxygen","lvl07_roads","thr_month",0.836928715419157,0,TRUE,0.873916861589515,0.800432332455283,0.0654396149439641,21
"211","pH","lvl07_roads","thr_month",0.195010769113088,7.18153006982076e-43,TRUE,0.222924427649908,0.167226240310314,0.00446987567330265,21
"212","Dissolved_Chloride","lvl07_roads","thr_month",2.63258000307664,7.41960730453935e-185,TRUE,2.81701930773224,2.46071164496649,0.386528891745663,21
"213","Nitrate","lvl07_roads","thr_month",-0.959810919498129,5.84331439336442e-319,TRUE,-0.910924791278042,-1.00947921476997,0.0515015042893878,21
"214","Turbidity","lvl07_roads","thr_month",-0.00329283415319847,0.754744623995379,FALSE,0.0173465922745827,-0.0239733658376561,1.47284986826671e-06,19
"215","Total_Phosphorous","lvl07_roads","thr_month",0.206073085786421,2.47753057210786e-13,TRUE,0.261007396551845,0.150644667938899,0.00229071958533809,21
"216","Total_Dissolved_Solids","lvl07_roads","thr_month",-1.62974930123025,0,TRUE,-1.57146478159787,-1.6890340417347,0.139458053109798,21
"217","Conductivity","lvl12_crop","thr_month",0.718881114982269,0,TRUE,0.734636694943077,0.703222403016661,0.110101587504412,21
"218","Dissolved_Oxygen","lvl12_crop","thr_month",0.304599795919631,9.77470339475349e-211,TRUE,0.323809820352837,0.285266240645922,0.0211199758279395,21
"219","pH","lvl12_crop","thr_month",-0.45419914904281,1.97379522381259e-102,TRUE,-0.413340238606526,-0.496221399683588,0.0149290071811773,21
"220","Dissolved_Chloride","lvl12_crop","thr_month",0.628116439657716,1.21511022583269e-93,TRUE,0.687428211539876,0.567397467033161,0.0569807202598205,21
"221","Nitrate","lvl12_crop","thr_month",-0.578630028115605,2.21402058584197e-80,TRUE,-0.519802047042155,-0.639299029499881,0.0126621724502331,21
"222","Turbidity","lvl12_crop","thr_month",0.430697937601349,9.4730323701772e-199,TRUE,0.458867674888927,0.402729125711801,0.0142753479423781,21
"223","Total_Phosphorous","lvl12_crop","thr_month",0.111932599091827,2.38614399324166e-06,TRUE,0.157888607736549,0.0648446277091805,0.000927679929059396,21
"224","Total_Dissolved_Solids","lvl12_crop","thr_month",-1.5075627310959,1.4181076521641e-141,TRUE,-1.39421582706942,-1.62766647242707,0.0498678554425553,21
"225","Conductivity","lvl12_forestry_harvest","thr_month",-0.041000042258666,0.00117269818598568,FALSE,-0.0162833693143069,-0.0658060140164453,0.000115944777183961,19
"226","Dissolved_Oxygen","lvl12_forestry_harvest","thr_month",-0.209082566246923,1.50256185126367e-37,TRUE,-0.177384361836461,-0.241386765361223,0.00461759724489671,21
"227","pH","lvl12_forestry_harvest","thr_month",0.581782116173739,0,TRUE,0.602958505892883,0.560542444316272,0.0572070690516752,21
"228","Dissolved_Chloride","lvl12_forestry_harvest","thr_month",-2.39758759177962,6.31124657247201e-74,TRUE,-2.1490644873711,-2.66652674796372,0.149820036361699,21
"229","Nitrate","lvl12_forestry_harvest","thr_month",0.303020008087187,1.61454168779744e-114,TRUE,0.329150152173435,0.276924350329358,0.0134267007311286,21
"230","Turbidity","lvl12_forestry_harvest","thr_month",-1.18086740131623,0,TRUE,-1.15154577469366,-1.21047161193606,0.149404774356128,21
"231","Total_Phosphorous","lvl12_forestry_harvest","thr_month",0.0508347888878917,0.0055454986636701,FALSE,0.0865966756572704,0.0147439241016664,0.000336137036871545,19
"232","Total_Dissolved_Solids","lvl12_forestry_harvest","thr_month",0.0646952843683296,2.32153150124136e-06,TRUE,0.0915030270008477,0.037807996904351,0.000653483791659959,21
"233","Conductivity","lvl12_mines","thr_month",0.521924262498125,0,TRUE,0.53998625798702,0.503922840772163,0.0371023839398215,21
"234","Dissolved_Oxygen","lvl12_mines","thr_month",-0.323653550893383,7.12873449850171e-52,TRUE,-0.282339472020265,-0.366078453426997,0.00701261584989406,21
"235","pH","lvl12_mines","thr_month",-1.82845800626908,3.74673060868677e-125,TRUE,-1.6827031225274,-1.98420827888289,0.0476548859335556,21
"236","Dissolved_Chloride","lvl12_mines","thr_month",-3.42350189054313,1.1437893308453e-19,TRUE,-2.7596017555726,-4.24871503257674,0.113405032058829,21
"237","Nitrate","lvl12_mines","thr_month",1.11638387364179,0,TRUE,1.1415982565578,1.09134749567941,0.250970428673628,21
"238","Turbidity","lvl12_mines","thr_month",-0.64236703520251,0,TRUE,-0.619693446668649,-0.665264474813897,0.0590745220457249,21
"239","Total_Phosphorous","lvl12_mines","thr_month",-0.289830944815866,1.82898840952158e-65,TRUE,-0.256758887883451,-0.323256965243677,0.0140574407065805,21
"240","Total_Dissolved_Solids","lvl12_mines","thr_month",0.65520072714722,0,TRUE,0.678962417736001,0.631517488483011,0.0911703219664463,21
"241","Conductivity","lvl12_nav_water","thr_month",-1.03079232379854,0,TRUE,-1.004704930125,-1.05720042942031,0.112127118940994,21
"242","Dissolved_Oxygen","lvl12_nav_water","thr_month",-0.0886568189713368,5.93057747852119e-06,TRUE,-0.0507475707686551,-0.12749405398568,0.000538865489100693,21
"243","pH","lvl12_nav_water","thr_month",-0.4233921246999,1.33043002358585e-102,TRUE,-0.38527604587386,-0.462460519141748,0.0143337905675647,21
"244","Dissolved_Chloride","lvl12_nav_water","thr_month",-0.226006470212877,0.000327446319012882,TRUE,-0.110634513548761,-0.357741079685936,0.00315363848661763,21
"245","Nitrate","lvl12_nav_water","thr_month",-2.63008040088367,8.09480995701595e-172,TRUE,-2.4507733134692,-2.81991243639053,0.0768332925995852,21
"246","Turbidity","lvl12_nav_water","thr_month",0.348346063142195,2.55138424381043e-316,TRUE,0.366347992886417,0.330432958548023,0.0230251542818131,21
"247","Total_Phosphorous","lvl12_nav_water","thr_month",-0.139713682731969,3.22437548527872e-12,TRUE,-0.101110480399446,-0.179743565042944,0.0024568102136657,21
"248","Total_Dissolved_Solids","lvl12_nav_water","thr_month",-3.67511629927271,1.00898025296173e-85,TRUE,-3.32381358497435,-3.82786628684026,0.0654839780779657,21
"249","Conductivity","lvl12_night_lights","thr_month",-0.205749163572932,2.47966946977974e-196,TRUE,-0.192298649129532,-0.219280414933452,0.0106159885264953,21
"250","Dissolved_Oxygen","lvl12_night_lights","thr_month",0.281922246050381,1.03948889661445e-113,TRUE,0.306128979035459,0.257359255574612,0.0106711561488279,21
"251","pH","lvl12_night_lights","thr_month",-0.740512750432195,6.89054711301034e-140,TRUE,-0.684126718683815,-0.799466593772516,0.0299015365988727,21
"252","Dissolved_Chloride","lvl12_night_lights","thr_month",0.835079116873822,9.20044872280248e-206,TRUE,0.888319656821275,0.781317201626564,0.123902908730145,21
"253","Nitrate","lvl12_night_lights","thr_month",-0.583474646925979,1.01643949578093e-43,TRUE,-0.50321953438572,-0.668352426188466,0.00763068361534621,21
"254","Turbidity","lvl12_night_lights","thr_month",0.499903100953949,0,TRUE,0.520320362042138,0.479684490738582,0.0402595991846919,21
"255","Total_Phosphorous","lvl12_night_lights","thr_month",0.038593190095881,0.152987397763136,FALSE,0.0905987484425655,-0.0153346068282705,8.80430905645163e-05,19
"256","Total_Dissolved_Solids","lvl12_night_lights","thr_month",-6.28301982879467,1.16291743582497e-239,TRUE,-5.91270607443806,-6.52027735663359,0.0431963214293445,21
"257","Conductivity","lvl12_pasture","thr_month",0.436594965385489,0,TRUE,0.450456967349835,0.422762489041623,0.0434627906505585,21
"258","Dissolved_Oxygen","lvl12_pasture","thr_month",0.240438524177926,2.24408082302174e-106,TRUE,0.261896492891051,0.218869755506008,0.0111351767171868,21
"259","pH","lvl12_pasture","thr_month",-0.175413017938587,2.98830794738329e-31,TRUE,-0.146087000461527,-0.20522922986334,0.00343932624768261,21
"260","Dissolved_Chloride","lvl12_pasture","thr_month",0.846367314156431,7.3627161932688e-190,TRUE,0.902724283934829,0.789778168989072,0.122527821838469,21
"261","Nitrate","lvl12_pasture","thr_month",-0.784508907295141,1.33350909981332e-124,TRUE,-0.721025914499734,-0.850596311061924,0.0251961524478988,21
"262","Turbidity","lvl12_pasture","thr_month",0.32979329451251,8.65341925576013e-70,TRUE,0.366459316654472,0.293238860690645,0.00467201319872075,21
"263","Total_Phosphorous","lvl12_pasture","thr_month",0.130032814246261,0.000486775048737092,TRUE,0.20195052355752,0.0557066258244978,0.000507149753694072,21
"264","Total_Dissolved_Solids","lvl12_pasture","thr_month",-6.34286176612222,5.62879907317221e-223,TRUE,-5.96158170127561,-6.7420042571337,0.133719303930058,21
"265","Conductivity","lvl12_population_density","thr_month",-0.0497289781198959,6.83822795745991e-11,TRUE,-0.0347912773779643,-0.0646703439261401,0.000466119301765348,21
"266","Dissolved_Oxygen","lvl12_population_density","thr_month",0.735314399959042,0,TRUE,0.766620380733362,0.704147905361428,0.0565578528516472,21
"267","pH","lvl12_population_density","thr_month",0.0321523135015854,0.0146695104301772,FALSE,0.0579413146341254,0.00629084967514254,0.000136840117843597,19
"268","Dissolved_Chloride","lvl12_population_density","thr_month",1.46337263724202,5.47300211734383e-257,TRUE,1.54816252964116,1.38056446271139,0.248127598712161,21
"269","Nitrate","lvl12_population_density","thr_month",-1.68864738906793,1.24360729257195e-305,TRUE,-1.60147958987859,-1.77863600072049,0.0802796719120631,21
"270","Turbidity","lvl12_population_density","thr_month",0.306557439075055,3.18157231941284e-189,TRUE,0.327029458732722,0.286071483580161,0.0126971603761432,21
"271","Total_Phosphorous","lvl12_population_density","thr_month",0.176106987483293,1.44009769659239e-14,TRUE,0.220665465216538,0.130911888708157,0.00247132318967453,21
"272","Total_Dissolved_Solids","lvl12_population_density","thr_month",-3.39833513005922,0,TRUE,-3.24603434244154,-3.55600795202553,0.175710090454971,21
"273","Conductivity","lvl12_rail","thr_month",0.0219782904066471,0.00133582422935078,FALSE,0.0353917264156333,0.00853664235245104,0.000112240527004772,19
"274","Dissolved_Oxygen","lvl12_rail","thr_month",0.258423219431407,1.65224969836947e-91,TRUE,0.283283233271856,0.233347665850011,0.00928493704301166,21
"275","pH","lvl12_rail","thr_month",-0.803643466455639,2.2778977382768e-219,TRUE,-0.754479485725252,-0.854134322172964,0.0385568690995251,21
"276","Dissolved_Chloride","lvl12_rail","thr_month",0.638400784784511,5.41672708776721e-76,TRUE,0.705599434948125,0.569875394131454,0.0502341978134313,21
"277","Nitrate","lvl12_rail","thr_month",0.0610496981920551,5.98003725710548e-05,TRUE,0.0907962281250649,0.0311664981684032,0.000412243250722752,21
"278","Turbidity","lvl12_rail","thr_month",0.156253701742004,3.03617406133322e-64,TRUE,0.174332665925704,0.138137766167129,0.00421780823467582,21
"279","Total_Phosphorous","lvl12_rail","thr_month",-0.112526493055698,4.50242165287854e-07,TRUE,-0.0691942239272531,-0.156613144947977,0.00117839135412098,21
"280","Total_Dissolved_Solids","lvl12_rail","thr_month",0.206099431389353,6.51791625341925e-26,TRUE,0.244398415209035,0.167642877209995,0.00318423289746911,21
"281","Conductivity","lvl12_roads","thr_month",0.139902458701126,1.43015343481307e-56,TRUE,0.157225172090051,0.122622439489095,0.00279961232851649,21
"282","Dissolved_Oxygen","lvl12_roads","thr_month",1.15417189822788,0,TRUE,1.2065657422536,1.10280462632444,0.0760048504324471,21
"283","pH","lvl12_roads","thr_month",0.120278416758258,6.43739166878289e-17,TRUE,0.148570906441784,0.0921499743611761,0.00164880373510974,21
"284","Dissolved_Chloride","lvl12_roads","thr_month",2.24175451523594,1.8109016020069e-163,TRUE,2.40683072508646,2.08412250767736,0.264498261582765,21
"285","Nitrate","lvl12_roads","thr_month",-0.998082592159112,0,TRUE,-0.960253312289177,-1.03628294878365,0.0869278387630284,21
"286","Turbidity","lvl12_roads","thr_month",0.113940243686404,3.48515107329309e-32,TRUE,0.132848182385397,0.0950275355754815,0.00209894486285103,21
"287","Total_Phosphorous","lvl12_roads","thr_month",0.0266678561584328,0.183256863927328,FALSE,0.0658619867633579,-0.012693957711547,7.8180240063013e-05,19
"288","Total_Dissolved_Solids","lvl12_roads","thr_month",-1.28172321145581,0,TRUE,-1.24006044456448,-1.32379719194698,0.13792083241714,21
"289","Conductivity","lvl07_crop","thr_year",0.687982408186216,0,TRUE,0.70324760246114,0.672794135188845,0.101022697878249,21
"290","Dissolved_Oxygen","lvl07_crop","thr_year",0.258381642837424,3.68729291582772e-66,TRUE,0.287684742128687,0.228725805507769,0.0116883489988903,21
"291","pH","lvl07_crop","thr_year",-1.54169464872716,1.93478315476818e-244,TRUE,-1.45288814325746,-1.6339308217809,0.0710570884861781,21
"292","Dissolved_Chloride","lvl07_crop","thr_year",0.908908073600847,1.33176738844054e-214,TRUE,0.965757072243148,0.851756821800325,0.128908071575688,21
"293","Nitrate","lvl07_crop","thr_year",-0.644125177389162,9.63399558320086e-89,TRUE,-0.581818783358156,-0.708268679999686,0.0140204836226621,21
"294","Turbidity","lvl07_crop","thr_year",1.01394982506316,0,TRUE,1.04571318038786,0.982527270395111,0.07819383875684,21
"295","Total_Phosphorous","lvl07_crop","thr_year",0.0981574254159551,0.000235036580712885,TRUE,0.14974552811208,0.0450858325557286,0.000617334567529534,21
"296","Total_Dissolved_Solids","lvl07_crop","thr_year",-1.61436570156085,4.70944837325357e-153,TRUE,-1.49679681012913,-1.73700536449695,0.0426130918272513,21
"297","Conductivity","lvl07_forestry_harvest","thr_year",-0.632928013377944,0,TRUE,-0.609584148010623,-0.656429957558397,0.0358200403822401,21
"298","Dissolved_Oxygen","lvl07_forestry_harvest","thr_year",0.195009174346275,4.66200132841668e-33,TRUE,0.226742755792514,0.162913081072853,0.00590801280568304,21
"299","pH","lvl07_forestry_harvest","thr_year",0.761856851354704,0,TRUE,0.787754912846305,0.73600650033114,0.0870491884373087,21
"300","Dissolved_Chloride","lvl07_forestry_harvest","thr_year",-2.89381524991282,1.24837634443269e-128,TRUE,-2.66565707136475,-3.13629603473382,0.215820551088775,21
"301","Nitrate","lvl07_forestry_harvest","thr_year",-0.460678041659043,2.08360201147419e-163,TRUE,-0.427609533078577,-0.4939003334213,0.0201460420800824,21
"302","Turbidity","lvl07_forestry_harvest","thr_year",-1.29558017506306,0,TRUE,-1.26656417083909,-1.32485557858129,0.177851862268915,21
"303","Total_Phosphorous","lvl07_forestry_harvest","thr_year",0.318653569780792,1.4887757968806e-47,TRUE,0.361729833402122,0.27549463137709,0.00990613431515855,21
"304","Total_Dissolved_Solids","lvl07_forestry_harvest","thr_year",-0.117541466413166,2.72634122266819e-14,TRUE,-0.0873341896742637,-0.147877125934196,0.00166434713322064,21
"305","Conductivity","lvl07_mines","thr_year",0.601422484180116,0,TRUE,0.619677995948044,0.583214134114778,0.0475077993901329,21
"306","Dissolved_Oxygen","lvl07_mines","thr_year",-0.483283808885251,5.81561561635627e-49,TRUE,-0.420017397854798,-0.548878921532505,0.0126606715844258,21
"307","pH","lvl07_mines","thr_year",-5.08032219159919,2.28717600244056e-223,TRUE,-4.77583567411037,-5.40028784761061,0.120453246328104,21
"308","Dissolved_Chloride","lvl07_mines","thr_year",-1.10978854632199,6.56885483472305e-53,TRUE,-0.973235375467449,-1.25787430187383,0.0764868327329213,21
"309","Nitrate","lvl07_mines","thr_year",1.05664672352628,0,TRUE,1.0823431713689,1.0311244719319,0.208471826694988,21
"310","Turbidity","lvl07_mines","thr_year",-0.66560238985961,0,TRUE,-0.64469849738298,-0.68667555784136,0.0683504510022246,21
"311","Total_Phosphorous","lvl07_mines","thr_year",-0.436208532023806,1.55403891969757e-135,TRUE,-0.401869369670658,-0.470885774420187,0.032692500519086,21
"312","Total_Dissolved_Solids","lvl07_mines","thr_year",0.645501220094134,0,TRUE,0.668196299907972,0.622875321650012,0.093179953634936,21
"313","Conductivity","lvl07_nav_water","thr_year",-0.607492546877479,0,TRUE,-0.584643685004227,-0.630792585780327,0.0543774936674066,21
"314","Dissolved_Oxygen","lvl07_nav_water","thr_year",0.548734213190712,4.91989683968565e-220,TRUE,0.582507501883898,0.514561650020318,0.035419193020882,21
"315","pH","lvl07_nav_water","thr_year",0.250950276632537,1.00758475000178e-176,TRUE,0.268185377936411,0.233474521003121,0.0174315537269438,21
"316","Dissolved_Chloride","lvl07_nav_water","thr_year",0.486905334641363,4.01400812545846e-14,TRUE,0.609541542285193,0.35677800547524,0.00777917829058993,21
"317","Nitrate","lvl07_nav_water","thr_year",-2.67860500384899,1.08515531271591e-261,TRUE,-2.52862251566892,-2.83244513249352,0.0687312009090822,21
"318","Turbidity","lvl07_nav_water","thr_year",0.200508708074868,4.40428017793108e-62,TRUE,0.224150561945204,0.17687704504579,0.00390492860253006,21
"319","Total_Phosphorous","lvl07_nav_water","thr_year",-0.597068026297056,1.99866798502127e-30,TRUE,-0.496847668710274,-0.7010262767682,0.00806833490552724,21
"320","Total_Dissolved_Solids","lvl07_nav_water","thr_year",-4.04623750239092,1.41708249445918e-270,TRUE,-3.82385201979036,-4.27527107942091,0.159335464303384,21
"321","Conductivity","lvl07_night_lights","thr_year",0.250111555739052,9.06924717721074e-298,TRUE,0.26341010599684,0.236826849524372,0.0148066019610089,21
"322","Dissolved_Oxygen","lvl07_night_lights","thr_year",0.374245965418306,7.89111938218935e-205,TRUE,0.398113214219163,0.350066021025066,0.0325909718010541,21
"323","pH","lvl07_night_lights","thr_year",-0.791398640877622,1.53897681725392e-151,TRUE,-0.733297298072395,-0.851645357324058,0.0326023753879429,21
"324","Dissolved_Chloride","lvl07_night_lights","thr_year",1.51644315368878,0,TRUE,1.58825162475058,1.44733551093181,0.410283456283491,21
"325","Nitrate","lvl07_night_lights","thr_year",-0.357565873811893,2.81204939700142e-45,TRUE,-0.308825436117849,-0.408132519195568,0.00661008518416396,21
"326","Turbidity","lvl07_night_lights","thr_year",0.33648976125896,8.25761087421304e-258,TRUE,0.355765323050432,0.317306480021984,0.017546562226858,21
"327","Total_Phosphorous","lvl07_night_lights","thr_year",0.389347648052053,3.31919808643625e-50,TRUE,0.440179864509598,0.337706040092953,0.00922573199666022,21
"328","Total_Dissolved_Solids","lvl07_night_lights","thr_year",-7.27767600538829,0,TRUE,-6.99070547725946,-7.56821978119376,0.0997298180950508,21
"329","Conductivity","lvl07_pasture","thr_year",0.53896270647921,0,TRUE,0.553866466520003,0.52409377256291,0.0577411064014592,21
"330","Dissolved_Oxygen","lvl07_pasture","thr_year",0.316440510381023,1.15538395646558e-84,TRUE,0.348201595288067,0.284574055283952,0.0160427013138324,21
"331","pH","lvl07_pasture","thr_year",-0.654446655641412,9.71791154389905e-184,TRUE,-0.610591477280592,-0.69935166352618,0.0320432453910257,21
"332","Dissolved_Chloride","lvl07_pasture","thr_year",0.972675338822251,5.1223252693539e-225,TRUE,1.03212566702973,0.913012290192659,0.137120712058838,21
"333","Nitrate","lvl07_pasture","thr_year",-0.553568956530839,2.13291478739833e-107,TRUE,-0.504976377071558,-0.603581169009167,0.0170023976920594,21
"334","Turbidity","lvl07_pasture","thr_year",1.13865580876861,0,TRUE,1.18184872929376,1.09633182738086,0.0589050226836643,21
"335","Total_Phosphorous","lvl07_pasture","thr_year",0.0012349018457227,0.979496492517857,FALSE,0.0932904179328235,-0.0952325793247173,3.17937796703323e-08,19
"336","Total_Dissolved_Solids","lvl07_pasture","thr_year",-8.08904408729128,1.13643576134086e-311,TRUE,-7.67647508457035,-8.5168887784047,0.1645850218714,21
"337","Conductivity","lvl07_population_density","thr_year",0.392369934848669,0,TRUE,0.408236914071331,0.37653952368514,0.026627207006065,21
"338","Dissolved_Oxygen","lvl07_population_density","thr_year",0.552600917407049,9.4646954023491e-177,TRUE,0.590870334334635,0.514445753230537,0.0361247622246447,21
"339","pH","lvl07_population_density","thr_year",0.139764065008767,7.94321819117925e-22,TRUE,0.168274171781232,0.111206297001048,0.00244795502853231,21
"340","Dissolved_Chloride","lvl07_population_density","thr_year",1.8883246669926,0,TRUE,1.97916870564395,1.80063743783163,0.426490058799101,21
"341","Nitrate","lvl07_population_density","thr_year",-0.736005715776314,2.86409140650892e-157,TRUE,-0.682748857260557,-0.790782519246631,0.0272374366684239,21
"342","Turbidity","lvl07_population_density","thr_year",0.204604981421765,2.19688043411462e-66,TRUE,0.227897902754616,0.181295303316059,0.00415951031689265,21
"343","Total_Phosphorous","lvl07_population_density","thr_year",0.532868432630639,1.41344518284091e-55,TRUE,0.599018882412539,0.465976317823518,0.0106279734507426,21
"344","Total_Dissolved_Solids","lvl07_population_density","thr_year",-3.09788048744076,0,TRUE,-2.96073667531979,-3.24007251080703,0.166034405461598,21
"345","Conductivity","lvl07_rail","thr_year",0.581144638368617,0,TRUE,0.596857767940277,0.565494262247114,0.0658473913966189,21
"346","Dissolved_Oxygen","lvl07_rail","thr_year",0.309881442858445,7.79310199715043e-111,TRUE,0.336842203075052,0.282532005292891,0.018723229537102,21
"347","pH","lvl07_rail","thr_year",-2.74873754346405,0,TRUE,-2.64391362442586,-2.85604023465087,0.156448736881124,21
"348","Dissolved_Chloride","lvl07_rail","thr_year",1.62937015007889,0,TRUE,1.70303353240679,1.55685473479951,0.334209080612511,21
"349","Nitrate","lvl07_rail","thr_year",0.33313357586209,3.45872406312707e-97,TRUE,0.364398976201936,0.301973194741616,0.0113571844872591,21
"350","Turbidity","lvl07_rail","thr_year",-0.127524524860886,1.2968942269614e-36,TRUE,-0.107865360421767,-0.147419666681916,0.00245330020776966,21
"351","Total_Phosphorous","lvl07_rail","thr_year",-0.118788571292691,0.000547202851310727,TRUE,-0.0516336531534902,-0.186352287743658,0.000581584583130746,21
"352","Total_Dissolved_Solids","lvl07_rail","thr_year",1.53443487932238,0,TRUE,1.5977308282185,1.47148214793219,0.0709334702927739,21
"353","Conductivity","lvl07_roads","thr_year",0.495596746348029,0,TRUE,0.513449894215212,0.477814309003229,0.0353352026916862,21
"354","Dissolved_Oxygen","lvl07_roads","thr_year",0.945401497677174,2.22103927268705e-230,TRUE,1.00321902222932,0.88883932504662,0.0659027026701844,21
"355","pH","lvl07_roads","thr_year",0.115005337010336,7.25286140980326e-14,TRUE,0.145189336422011,0.08494275768418,0.0015235127673278,21
"356","Dissolved_Chloride","lvl07_roads","thr_year",2.72111298431007,2.40078910640092e-199,TRUE,2.90450380971913,2.55003301126376,0.40505254216858,21
"357","Nitrate","lvl07_roads","thr_year",-0.921288103713541,2.28647985152674e-309,TRUE,-0.873628956996759,-0.969690327799846,0.0488071693415735,21
"358","Turbidity","lvl07_roads","thr_year",-0.00445546486511854,0.660015434062058,FALSE,0.0153814949788203,-0.0243223428006148,2.7557616280162e-06,19
"359","Total_Phosphorous","lvl07_roads","thr_year",0.381102069217711,6.79232967203753e-41,TRUE,0.436667511816412,0.325099498266109,0.00813601337279801,21
"360","Total_Dissolved_Solids","lvl07_roads","thr_year",-1.7001147061113,0,TRUE,-1.64246123721295,-1.75875737399382,0.152268905467325,21
"361","Conductivity","lvl12_crop","thr_year",0.879939169886871,0,TRUE,0.89747857359109,0.862529073079341,0.147035453984111,21
"362","Dissolved_Oxygen","lvl12_crop","thr_year",0.314672635151666,1.71102376368946e-115,TRUE,0.341535132110901,0.28752927449864,0.0201427728549566,21
"363","pH","lvl12_crop","thr_year",-1.35388325295059,4.65605833534074e-159,TRUE,-1.2573377583608,-1.454884769541,0.0481897595209138,21
"364","Dissolved_Chloride","lvl12_crop","thr_year",0.667480580358749,1.46953151011523e-119,TRUE,0.723277538118593,0.610664522313255,0.0677674124938008,21
"365","Nitrate","lvl12_crop","thr_year",-0.554238309357693,6.57810884333102e-78,TRUE,-0.496953671154563,-0.613257490202638,0.0119738856063441,21
"366","Turbidity","lvl12_crop","thr_year",0.762259464057737,0,TRUE,0.798201714424661,0.726951493583915,0.0346690175635839,21
"367","Total_Phosphorous","lvl12_crop","thr_year",0.265574870018173,9.824215926682e-33,TRUE,0.308889846642852,0.221489852965089,0.00605433199129038,21
"368","Total_Dissolved_Solids","lvl12_crop","thr_year",-1.56443608502757,1.90417887440142e-157,TRUE,-1.45287469286564,-1.68241606207283,0.0544114492983304,21
"369","Conductivity","lvl12_forestry_harvest","thr_year",-0.05038938479325,5.95563111750841e-05,TRUE,-0.025830057183619,-0.0750332854920309,0.000175587789820905,21
